MAL_ID,Name,Score,Genres,English name,Type,Episodes,Studios,Rating,Ranked,Popularity
42496,douluo dalu: hao tian yang wei,8.06,"Action, Adventure, Historical, Supernatural, Martial Arts, Fantasy",Unknown,ONA,13,Sparkly Key Animation Studio,PG-13 - Teens 13 or older,468.0,7480
42497,douluo dalu: qian hua xi jin,8.15,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",Unknown,ONA,13,Sparkly Key Animation Studio,PG-13 - Teens 13 or older,357.0,7645
42498,douluo dalu: xiaowu juebie,8.24,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",Unknown,ONA,Unknown,Sparkly Key Animation Studio,PG-13 - Teens 13 or older,268.0,7052
42500,tadaima! chibi godzilla,Unknown,"Slice of Life, Fantasy",Unknown,ONA,12,Unknown,G - All Ages,12310.0,16047
42501,hello kitty no kaguya-hime (2001),Unknown,"Kids, Fantasy",Hello Kitty in the Bamboo Princess,OVA,1,Sanrio Digital,G - All Ages,14349.0,15716
42506,world witches hasshin shimasu!,5.97,"Military, Comedy",Unknown,TV,12,"Acca effe, Giga Production",Unknown,8333.0,6091
42507,mamoru hikitsugu watashitachi no kurashi,Unknown,"Music, Slice of Life",Unknown,ONA,1,Unknown,G - All Ages,15411.0,16156
42514,anime kapibara-san,6.48,"Comedy, Kids",Anime KAPIBARASAN,TV,Unknown,"Shin-Ei Animation, Lesprit",G - All Ages,5973.0,8802
42516,cardfight!! vanguard: overdress,Unknown,"Action, Game",Unknown,TV,12,Kinema Citrus,PG-13 - Teens 13 or older,Unknown,10649
42517,ookami-san wa taberaretai,5.61,"Romance, Ecchi",Unknown,TV,3,Peak Hunt,R+ - Mild Nudity,9395.0,4891
42519,bokutachi wa benkyou ga dekinai!: chapel no kane wa [x] wo shukufuku suru,7.32,"Harem, Comedy, Romance, Shounen",Unknown,OVA,1,"Silver, Arvo Animation",PG-13 - Teens 13 or older,2234.0,3606
42522,saikyou kamizmode!,Unknown,Action,Saikyo Kamizmode!,ONA,Unknown,Bandai Namco Pictures,Unknown,11795.0,14904
42526,teiketsu bolt,Unknown,Music,FASTENING,Music,1,Unknown,PG - Children,12404.0,16719
42540,pittarazu,Unknown,Comedy,Unknown,OVA,10,DLE,PG-13 - Teens 13 or older,11558.0,17474
42542,pittarazu gekijou manner cm,Unknown,Comedy,Unknown,Special,9,DLE,PG-13 - Teens 13 or older,11559.0,17476
42546,hulaing babies aratame - staying babies: chikyuu wo mamore! staying babies with yuusha hayami-san,Unknown,"Slice of Life, Comedy",Unknown,ONA,1,Gaina,PG-13 - Teens 13 or older,14514.0,14855
42547,u-turn wa wakai uchi ni shiro!,Unknown,Comedy,Unknown,ONA,3,DLE,G - All Ages,12665.0,17078
42550,huanji 45 miao,Unknown,"Action, Music, Sci-Fi","Payback 45""",ONA,Unknown,Xanthus Media,Unknown,14535.0,16149
42562,kyokou uranai,6.17,Supernatural,Unknown,ONA,12,AQUA ARIS,G - All Ages,7493.0,6110
42563,take it easy,Unknown,Music,Unknown,Music,1,Unknown,G - All Ages,12359.0,17124
42568,yakunara mug cup mo,Unknown,Slice of Life,Let's Make a Mug Too,TV,Unknown,Nippon Animation,Unknown,Unknown,8405
42571,dogeza de tanondemita,5.72,"Comedy, Ecchi, Fantasy",Dogeza de tanondemita,TV,12,DMM pictures,PG-13 - Teens 13 or older,9092.0,2827
42584,showtime,Unknown,"Demons, Music",Unknown,Music,1,PERIMETRON,G - All Ages,12047.0,17060
42585,black cat,Unknown,"Dementia, Music",Unknown,Movie,1,Unknown,R - 17+ (violence & profanity),13451.0,16964
42587,yuuki yuuna wa yuusha de aru: dai mankai no shou,Unknown,"Slice of Life, Drama, Magic, Fantasy",Unknown,TV,Unknown,Studio Gokumi,PG-13 - Teens 13 or older,Unknown,7212
42590,mashiro no oto,Unknown,"Music, Drama, School",Unknown,TV,Unknown,Shin-Ei Animation,Unknown,Unknown,5580
42591,toshoshitsu no kanojo: seiso na kimi ga ochiru made - the animation,5.38,Hentai,Unknown,OVA,2,Unknown,Rx - Hentai,Unknown,8788
42592,kaa-chan no tomodachi ni shikotteru tokoro mirareta. the animation,6.66,Hentai,Unknown,OVA,1,Unknown,Rx - Hentai,Unknown,8345
42593,kesshouban: eigakan e iku,Unknown,Comedy,Unknown,Movie,1,Unknown,Unknown,14966.0,6812
42600,never giving up!,6.56,Music,Unknown,Music,1,Unknown,G - All Ages,5549.0,9849
42601,opette,Unknown,"Music, Dementia",Opette,Special,1,Unknown,G - All Ages,11390.0,17301
42603,boku no hero academia: ikinokore! kesshi no survival kunren,7.1,"Action, Shounen, Super Power",My Hero Academia:Make It! Do-or-Die Survival Training,ONA,2,Bones,PG-13 - Teens 13 or older,3205.0,1603
42612,yume miru jump,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,13033.0,17413
42616,curry to ieba,Unknown,Music,Unknown,Music,1,Unknown,G - All Ages,13740.0,17252
42617,tokimeki,Unknown,Music,Unknown,Music,1,Unknown,G - All Ages,12539.0,17269
42618,white lily light,Unknown,Music,Unknown,Music,1,Unknown,G - All Ages,12842.0,17263
42619,jyou jyou,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,14729.0,17252
42625,heion sedai no idaten-tachi,Unknown,"Action, Adventure, Demons, Fantasy, Seinen",Unknown,TV,Unknown,MAPPA,Unknown,Unknown,4704
42627,peach boy riverside,Unknown,"Fantasy, Shounen",Unknown,TV,Unknown,Asahi Production,Unknown,Unknown,5989
42628,mushi,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,15711.0,17436
42629,yeon-ae halujeon 2,7.39,"Slice of Life, Romance",A Day Before Us 2,ONA,15,"LICO, Red Dog Culture House",PG-13 - Teens 13 or older,1938.0,9081
42632,yeon-ae halujeon,7.27,Romance,A Day Before Us,ONA,10,"LICO, Red Dog Culture House",PG-13 - Teens 13 or older,2512.0,8309
42636,tofu,Unknown,"Music, Kids",Unknown,Music,1,Unknown,G - All Ages,12532.0,17263
42637,don pepe no uta,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,13811.0,17315
42638,tsuki no fuusen,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,12598.0,17381
42639,warabigami: ten no komoriuta,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,12798.0,17418
42640,wan sheng jie 2,7.84,"Slice of Life, Comedy, Supernatural",All Saints Street 2,ONA,12,Unknown,PG-13 - Teens 13 or older,764.0,7952
42641,mulan: heng kong chu shi,Unknown,Action,Unknown,Movie,1,Unknown,Unknown,15707.0,9161
42646,tooi sora,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,12569.0,17387
42649,yuki kagami,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,13029.0,17408
42650,ame no chi special,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,13264.0,17142
42653,aikatsu planet!,6.35,"Kids, Music",Unknown,TV,Unknown,Bandai Namco Pictures,PG - Children,6634.0,10422
42654,robocar poli 3,Unknown,"Cars, Comedy, Kids",Robocar Poli 3,TV,26,Unknown,G - All Ages,11703.0,17229
42656,furusato,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,14005.0,17401
42657,himitsukessha taka no tsume: golden spell,6.18,"Comedy, Parody, Super Power",Unknown,TV,12,DLE,Unknown,7452.0,11279
42658,ninjala,Unknown,"Action, Martial Arts",Ninjala 2D Cartoon Anime,ONA,Unknown,"Studio Hibari, domerica",G - All Ages,11189.0,15801
42660,robocar poli 4,Unknown,"Cars, Comedy, Kids",Robocar Poli 4,TV,26,Unknown,G - All Ages,11710.0,17258
42662,fanta jiisan no uta,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,13946.0,17378
42663,fuusen,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,14029.0,17383
42666,kankan karasu,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,14871.0,17368
42668,taisou zamurai,7.27,Sports,Taiso Samurai,TV,11,MAPPA,PG-13 - Teens 13 or older,2470.0,2743
42670,princess connect! re:dive season 2,Unknown,"Action, Adventure, Comedy, Fantasy",Unknown,TV,Unknown,CygamesPictures,PG-13 - Teens 13 or older,Unknown,3343
42672,furimukeba kaeru,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,14002.0,17382
42681,bremen no muppet musician,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,13511.0,17344
42682,beniimo musume,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,13429.0,17376
42685,dokyuu hentai hxeros: hxeros report,5.7,"Action, Comedy, Supernatural, Ecchi, School, Shounen",Unknown,Special,1,Project No.9,R+ - Mild Nudity,9133.0,7415
42690,shiawase kyou ryuu ondo,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,11924.0,17434
42697,teinenpi shoujo heidi cms,Unknown,"Comedy, Parody",Unknown,Special,4,Studio Crocodile,G - All Ages,12411.0,14291
42698,nissan note x the world of golden eggs,Unknown,"Comedy, Parody",Unknown,Special,5,Studio Crocodile,G - All Ages,11204.0,17300
42699,microphone soul spinners: kotodama shoujo - furikaeri douga,Unknown,Music,Unknown,Special,1,Unknown,PG-13 - Teens 13 or older,15535.0,16292
42703,sore wo ai to yobu dake,6.78,Music,Unknown,Music,1,"Enishiya, Toho Interactive Animation",G - All Ages,4556.0,14218
42714,otona nya koi no shikata ga wakaranee!,5.63,"Romance, Ecchi",Unknown,TV,8,Ether Kitten,R+ - Mild Nudity,9311.0,5079
42717,kaeru no pickles: kimochi no iro,Unknown,"Slice of Life, Kids",Unknown,TV,12,Unknown,G - All Ages,14756.0,11398
42722,ofuroya-san e tsuretette,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,11251.0,17421
42723,deca-dence: install,6.36,"Action, Sci-Fi, Adventure",Unknown,ONA,1,Nut,PG-13 - Teens 13 or older,6582.0,6402
42725,sen no hana sen no sora,Unknown,"Fantasy, Kids, Music",Unknown,Music,1,Unknown,G - All Ages,11884.0,17369
42729,xpice,Unknown,Action,XPICE,Music,1,Marza Animation Planet,PG - Children,12924.0,16637
42731,kite,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,15058.0,16861
42733,my graduation: mirai,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,15719.0,17422
42736,pocket no naka de,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,11581.0,17414
42740,ji jia shou shen zhi baolie feiche,Unknown,"Action, Adventure, Cars",Screechers Wild!,TV,40,Alpha Animation,PG - Children,14655.0,17160
42744,deaerutte ii ne,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,13775.0,17392
42745,machikado mazoku 2nd season,Unknown,"Slice of Life, Comedy, Magic",Unknown,TV,Unknown,Unknown,PG-13 - Teens 13 or older,Unknown,4161
42749,watage no osanpo,Unknown,"Kids, Music",Unknown,Music,1,Enjin Productions,G - All Ages,12824.0,17419
42750,kono sekai no tanoshimikata: secret story film,Unknown,Music,Unknown,Movie,1,CLAP,PG-13 - Teens 13 or older,15141.0,9901
42754,"hello again, jojo",Unknown,"Fantasy, Kids, Music",Unknown,Music,1,Polygon Pictures,G - All Ages,14339.0,15579
42756,oneshota the animation,6.71,Hentai,Unknown,OVA,1,Studio 1st,Rx - Hentai,Unknown,7950
42757,white blue,5.65,Hentai,Unknown,OVA,Unknown,Unknown,Rx - Hentai,Unknown,8940
42760,baolie feiche ii: xing neng juexing,Unknown,"Action, Adventure, Cars",Unknown,ONA,26,Unknown,PG - Children,13431.0,17367
42761,baolie feiche 3: shou shen heti,Unknown,"Action, Adventure, Cars",Unknown,ONA,52,Unknown,PG - Children,13430.0,17392
42762,happy happy birthday,Unknown,"Kids, Music",Unknown,Music,1,CoMix Wave Films,G - All Ages,14284.0,17326
42765,ji jia shou shen,Unknown,"Action, Adventure",Unknown,TV,26,Qianqi Animation,PG - Children,14657.0,17489
42766,ji jia shou shen 2nd season,Unknown,"Action, Adventure",Unknown,TV,26,Qianqi Animation,PG - Children,14690.0,17519
42767,papa to anata no kageboushi,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,11477.0,17432
42768,chii-chan no himitsu,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,13621.0,17357
42774,sayonara watashi no cramer,Unknown,"Sports, Drama, Shounen","Good-bye, Cramer",TV,Unknown,LIDENFILMS,Unknown,Unknown,6079
42780,boku no me wa neko no me,Unknown,"Kids, Music, Romance",Unknown,Music,1,Unknown,G - All Ages,13452.0,17303
42783,dazzling white town,7.01,Music,Dazzling White Town,Music,1,Sunrise,PG-13 - Teens 13 or older,3600.0,11551
42784,shu ling ji,Unknown,Martial Arts,Unknown,ONA,30,Soyep,PG-13 - Teens 13 or older,12049.0,15375
42785,hadakanbou,Unknown,"Kids, Music",Unknown,Music,1,CoMix Wave Films,G - All Ages,14223.0,17360
42786,hiyoko buta no theme part 2.,Unknown,"Kids, Music, Romance",Unknown,Music,1,Unknown,G - All Ages,14459.0,17426
42787,chicchana photographer,Unknown,"Kids, Music, Slice of Life",Unknown,Music,1,Unknown,G - All Ages,13619.0,17346
42791,sakura kakumei: hanasaku otome-tachi,6.21,"Action, Mecha",Unknown,ONA,1,CloverWorks,PG-13 - Teens 13 or older,7276.0,11640
42792,nijiiro love letter,Unknown,"Kids, Music, Romance",Unknown,Music,1,Unknown,G - All Ages,11145.0,17397
42793,carol (music),Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,13556.0,16350
42794,jing: shuang cheng - feng qi pian,Unknown,"Action, Adventure, Romance, Fantasy",The Mirror:Twin Cities,ONA,4,Unknown,R - 17+ (violence & profanity),14692.0,14343
42797,rebirth special,5.83,"Game, Slice of Life, Comedy",Unknown,Special,1,Unknown,PG-13 - Teens 13 or older,8746.0,12501
42798,sayonara watashi no cramer movie: first touch,Unknown,"Sports, Romance, School, Shounen",Unknown,Movie,1,LIDENFILMS,Unknown,Unknown,7736
42799,nakado riku animation: hijouyou mochidashi bukuro wo youi shiyou,Unknown,Slice of Life,Unknown,ONA,1,Ekakiya,G - All Ages,15742.0,17247
42800,wild cleaner,Unknown,Dementia,Unknown,Special,1,Unknown,G - All Ages,12853.0,17088
42801,gummies,Unknown,"Dementia, Music",Unknown,Special,1,Unknown,G - All Ages,14207.0,17359
42802,execute,Unknown,"Dementia, Music",Unknown,Special,1,Unknown,G - All Ages,13941.0,17322
42803,dokyuu hentai hxeros ova,6.3,"Action, Comedy, Supernatural, Ecchi, School, Shounen",Unknown,OVA,2,Unknown,R+ - Mild Nudity,6881.0,5951
42804,onegai patron-sama!,Unknown,Slice of Life,Dear My Patron,ONA,Unknown,TANOsim,Unknown,11358.0,13605
42805,tasuuketsu: judgement assizes,Unknown,"Action, Super Power, Psychological, Drama",Unknown,OVA,Unknown,IMAGICA Lab.,Unknown,Unknown,16258
42807,mtv town,Unknown,"Dementia, Music",Unknown,Special,1,Unknown,G - All Ages,15693.0,17355
42809,zone: intro,Unknown,"Action, Dementia, Music",Unknown,Music,1,Unknown,PG-13 - Teens 13 or older,13150.0,17098
42811,shokubutsu no kimochi-hen,Unknown,Music,Unknown,Special,1,Unknown,G - All Ages,12023.0,17433
42815,xin yu gong yu shan,Unknown,"Adventure, Fantasy",The Old Man and Two Mountains,Movie,1,Unknown,Unknown,12890.0,14965
42820,mug,Unknown,"Dementia, Music",Unknown,Music,1,Unknown,G - All Ages,15685.0,16912
42822,kai byoui ramune,6.86,"Comedy, Psychological, Supernatural, Shounen",Dr. Ramune -Mysterious Disease Specialist-,TV,12,Platinum Vision,PG-13 - Teens 13 or older,4193.0,2995
42825,project scard: praeter no kizu,5.51,"Action, Super Power",Scar on the Praeter,TV,13,GoHands,Unknown,9663.0,3878
42826,seijo no maryoku wa bannou desu,Unknown,"Romance, Fantasy",The Saint's Magic Power is Omnipotent,TV,Unknown,Diomedéa,Unknown,Unknown,7522
42829,boukyaku battery,Unknown,"Sports, School, Shounen",Unknown,ONA,1,MAPPA,Unknown,13498.0,10703
42831,munou na nana mini anime,5.78,"Comedy, Supernatural, Shounen",Unknown,ONA,12,Bridge,PG-13 - Teens 13 or older,8933.0,8732
42832,tales of crestoria: toga waga wo shoite kare wa tatsu,6.61,"Adventure, Magic, Fantasy",Tales of Crestoria:The Wake of Sin,Special,1,Kamikaze Douga,Unknown,5319.0,8906
42834,miao qiansui de chengnian li,Unknown,Adventure,Unknown,ONA,7,Ten Tails Animation,Unknown,15530.0,15943
42835,renwu dashi,Unknown,"Action, Adventure, Fantasy",Master of Task,ONA,6,1IN,Unknown,11683.0,16113
42836,this is not blue,5.87,"Dementia, Music",Unknown,Movie,1,Unknown,PG-13 - Teens 13 or older,8631.0,11943
42837,spark da!,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,12223.0,17475
42838,oto no symphony,Unknown,"Music, Kids",Unknown,Music,1,Unknown,G - All Ages,11433.0,17432
42842,hanasaka nyanko,Unknown,"Kids, Magic, Music",Unknown,Music,1,Unknown,G - All Ages,14268.0,17306
42843,i love tofu,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,14551.0,17401
42847,ai no utagoe wo kikasete,Unknown,"Music, School",Sing a Bit of Harmony,Movie,1,J.C.Staff,Unknown,Unknown,7512
42848,shikoyaka naru toki mo hameru toki mo,6.25,Hentai,Unknown,OVA,2,Unknown,Rx - Hentai,Unknown,9076
42852,little village people,Unknown,Parody,Little Village People,TV,15,Unknown,PG-13 - Teens 13 or older,15317.0,17501
42853,kotobadori,Unknown,"Fantasy, Kids, Music",Unknown,Music,1,Unknown,G - All Ages,15162.0,17324
42854,kotobadori (july 2019),Unknown,"Dementia, Fantasy, Music",Unknown,Music,1,Unknown,G - All Ages,15167.0,17177
42855,fudanshi shoukan: isekai de shinjuu ni hameraremashita,6.15,"Fantasy, Shounen Ai",Unknown,ONA,4,AQUA ARIS,PG-13 - Teens 13 or older,7558.0,11740
42862,otona no bouguya-san ii,5.53,"Comedy, Ecchi, Fantasy",Armor Shop for Ladies and Gentlemen II,ONA,12,IMAGICA Lab.,PG-13 - Teens 13 or older,9607.0,5960
42863,ton ton ton,Unknown,"Fantasy, Historical, Kids, Music",Unknown,Music,1,Unknown,G - All Ages,12542.0,17410
42865,ashi,Unknown,Music,Unknown,Music,1,Unknown,G - All Ages,13342.0,17040
42867,"kanojo, okarishimasu petit",6.37,Comedy,Unknown,ONA,13,AQUA ARIS,PG-13 - Teens 13 or older,6566.0,4826
42870,uchuu nanchara kotetsu-kun,Unknown,Space,Space Academy,TV,Unknown,Fanworks,Unknown,Unknown,15580
42872,natsu koibana,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,11090.0,17381
42873,daijoubu,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,13756.0,17319
42875,chou futsuu toshi kashiwa densetsu: ekimae housou udc2-hen,Unknown,"Comedy, Fantasy",Unknown,ONA,Unknown,Super Normal Studio,PG - Children,13691.0,16655
42876,chou futsuu toshi kashiwa densetsu: kashiwa no gotouji yuru anime,Unknown,"Comedy, Fantasy",Unknown,ONA,Unknown,Super Normal Studio,PG - Children,13692.0,16706
42883,sore dake ga neck,5.64,Mystery,That is the Bottleneck,TV,12,Toho Interactive Animation,Unknown,9311.0,6638
42886,ginga eiyuu densetsu: die neue these (zoku-hen),Unknown,"Action, Military, Sci-Fi, Space, Drama",Unknown,Unknown,24,Production I.G,R - 17+ (violence & profanity),Unknown,6169
42887,door,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,13844.0,17333
42888,akai hoshi aoi hoshi: tenmon carat no hoshi kara,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,13246.0,17221
42889,muteki-kyuu*believer / mirai harmony,Unknown,Music,Unknown,Music,1,Sunrise,PG-13 - Teens 13 or older,15707.0,17500
42890,cap kakumei bottleman,Unknown,"Action, Game, Kids",Unknown,ONA,25,Unknown,PG - Children,13542.0,13903
42892,baraou no souretsu,Unknown,"Action, Historical, Supernatural, Drama, Shoujo",Unknown,TV,Unknown,Unknown,Unknown,Unknown,8537
42893,the god of highschool,7.02,"Action, Sci-Fi, Supernatural, Martial Arts, Fantasy",The God of High School,ONA,1,Unknown,PG-13 - Teens 13 or older,3568.0,4157
42894,natsume yuujinchou: ishi okoshi to ayashiki raihousha,Unknown,"Demons, Drama, Shoujo, Slice of Life, Supernatural",Unknown,Movie,2,Shuka,PG-13 - Teens 13 or older,11060.0,4169
42895,uchuu wa tanoshii festival,Unknown,"Kids, Music, Space",Unknown,Music,1,Unknown,G - All Ages,12661.0,17382
42896,mou ii kai,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,15675.0,17451
42897,horimiya,8.6,"Slice of Life, Comedy, Romance, School, Shounen",Horimiya,TV,13,CloverWorks,PG-13 - Teens 13 or older,71.0,366
42898,wan jie xian zong 4th season,6.99,"Action, Historical, Demons, Romance, Fantasy",Unknown,ONA,48,Ruo Hong Culture,PG-13 - Teens 13 or older,3667.0,11318
42903,watashi no nyanko,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,12824.0,17389
42906,zetsubou no kaibutsu,Unknown,"Horror, Drama",Despair of the Monster,Movie,1,Unknown,R - 17+ (violence & profanity),13107.0,15780
42909,minami no shima no hanayome-san,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,15571.0,17389
42913,saezuru doubutsu wa yarushikanai!,6.45,Comedy,Unknown,ONA,30,AQUA ARIS,Unknown,6137.0,10314
42916,sword art online: progressive movie - hoshi naki yoru no aria,Unknown,"Action, Game, Adventure, Romance, Fantasy",Unknown,Movie,1,A-1 Pictures,Unknown,Unknown,1608
42919,funiculì funiculà,Unknown,"Music, Kids",Unknown,Music,1,Unknown,G - All Ages,13989.0,17365
42923,sk∞,7.96,"Comedy, Sports",SK8 the Infinity,TV,12,Bones,PG-13 - Teens 13 or older,588.0,991
42925,kamu kamo shikamo nidomo kamo!,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,14852.0,17378
42935,sakugasaku,6.56,Music,Unknown,Music,1,Wit Studio,Unknown,5583.0,13690
42938,fruits basket: the final,Unknown,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",Unknown,TV,Unknown,Unknown,PG-13 - Teens 13 or older,Unknown,2242
42940,hanma baki: son of ogre,Unknown,"Action, Martial Arts, Shounen",Unknown,ONA,Unknown,Unknown,R - 17+ (violence & profanity),Unknown,4857
42941,uma musume: pretty derby (tv) season 2,7.21,"Slice of Life, Comedy, Sports",Unknown,TV,13,Studio Kai,PG-13 - Teens 13 or older,2715.0,4075
42946,kusoge tte iuna! animation,5.37,"Game, Comedy",Don't Call Us A JUNK GAME!,ONA,12,Charaction,PG-13 - Teens 13 or older,9991.0,9530
42947,qin xia,6.42,"Action, Adventure, Fantasy",The Warrior From Qin,ONA,12,Unknown,PG-13 - Teens 13 or older,6322.0,10275
42948,su shen xiao ren,Unknown,"Slice of Life, Comedy",Unknown,ONA,12,Unknown,Unknown,12259.0,16819
42949,shaonu qianxian: renxing xiao juchang 2,6.68,"Military, Sci-Fi, Comedy",Unknown,ONA,12,Unknown,Unknown,5015.0,10931
42950,wo jia da shixiong shi ge fanpai,6.86,"Action, Adventure, Comedy, Historical, Martial Arts",What's Wrong with My Big Brother,ONA,13,Unknown,PG-13 - Teens 13 or older,4194.0,11153
42952,wo wei ge kuang: xuanlu chongqi,Unknown,"Music, School",Unknown,ONA,12,Shanghai Foch Film Culture Investment,PG-13 - Teens 13 or older,12847.0,13293
42954,hige hige gehi ponpon,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,14403.0,17443
42955,hallelujah: unmei no sentaku,Unknown,"Action, Fantasy",Unknown,ONA,1,Yokohama Animation Lab,PG - Children,14247.0,11300
42956,han hua ri ji 2nd season,Unknown,"Slice of Life, Comedy, Supernatural",God Troubles Me,ONA,12,L²Studio,PG-13 - Teens 13 or older,14246.0,13145
42958,uta no uta,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,12737.0,17433
42959,yatogame-chan kansatsu nikki sansatsume,6.28,"Slice of Life, Comedy, School, Shounen",Unknown,TV,Unknown,"Creators in Pack, LEVELS",PG-13 - Teens 13 or older,7004.0,5602
42962,uzaki-chan wa asobitai! 2nd season,Unknown,"Slice of Life, Comedy, Romance, Ecchi",Unknown,TV,Unknown,Unknown,PG-13 - Teens 13 or older,Unknown,2458
42963,"kanojo, okarishimasu 2nd season",Unknown,"Comedy, Romance, School, Shounen",Unknown,TV,Unknown,Unknown,PG-13 - Teens 13 or older,Unknown,1534
42966,zhan shuang panini,Unknown,"Action, Comedy",Unknown,ONA,12,BigFireBird Animation,Unknown,13117.0,15420
42967,fei zhi baike,Unknown,Comedy,Unknown,ONA,12,Unknown,PG - Children,13953.0,17002
42969,menghuan shuyuan 4th season,Unknown,"Comedy, Fantasy",Unknown,ONA,14,Painting Dream,Unknown,15519.0,17069
42971,furusato (2013),Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,14003.0,17434
42976,biohazard: infinite darkness,Unknown,"Action, Sci-Fi, Horror",Unknown,ONA,Unknown,Unknown,Unknown,Unknown,10061
42979,zhandou wang zhi jufeng zhan hun 5: heti fanwai pian,Unknown,"Action, Kids",Unknown,TV,10,Alpha Animation,Unknown,13121.0,17186
42981,idolls!,4.78,Music,Unknown,TV,Unknown,Shin-Ei Animation,Unknown,10783.0,8083
42984,gotcha!,8.44,"Music, Fantasy",Unknown,Music,1,Bones,PG - Children,131.0,4280
42985,ling long: incarnation middle chapter,7.07,"Action, Sci-Fi, Horror, Demons, Drama, Thriller",Ling Cage,ONA,1,YHKT Entertainment,R - 17+ (violence & profanity),3338.0,12676
42988,new tribe,Unknown,"Dementia, Music",Unknown,Music,1,Unknown,G - All Ages,11135.0,17283
42989,magical death,Unknown,"Comedy, Dementia, Music",Unknown,Music,1,Unknown,G - All Ages,15348.0,17242
42990,dogeza de tanondemita: isekai-hen,5.76,"Comedy, Ecchi, Fantasy",Unknown,Special,1,DMM pictures,PG-13 - Teens 13 or older,8978.0,5773
42994,jashin-chan dropkick 3rd season,Unknown,"Comedy, Supernatural",Unknown,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,Unknown,6493
42995,shocking black,Unknown,"Comedy, Dementia, Music",Unknown,Music,1,Unknown,PG - Children,12043.0,17249
42996,it's so good now,Unknown,"Comedy, Music",Unknown,Music,1,Unknown,G - All Ages,14642.0,17245
42998,awajishima no shichifukujin,Unknown,"Comedy, Kids, Supernatural",Seven Lucky Gods,TV,Unknown,Unknown,G - All Ages,13378.0,17039
43001,youjo shachou,6.6,Comedy,Cute Executive Officer,ONA,13,Project No.9,PG-13 - Teens 13 or older,5404.0,8979
43004,beef stroganoff,Unknown,"Comedy, Kids, Music",Unknown,Music,1,Unknown,G - All Ages,13402.0,17342
43005,ookina onaka,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,11382.0,17464
43007,osananajimi ga zettai ni makenai love comedy,Unknown,"Harem, Comedy, Romance, School",Unknown,TV,Unknown,Doga Kobo,Unknown,Unknown,3641
43011,yami yami,Unknown,"Kids, Music, Supernatural",Unknown,Music,1,Unknown,G - All Ages,12930.0,17360
43013,aku no onna kanbu: full moon night r,6.74,Hentai,Unknown,OVA,2,T-Rex,Rx - Hentai,Unknown,8545
43015,isaku: tsumi to batsu,Unknown,Hentai,Unknown,Special,1,"Studio Kyuuma, Triple X",Rx - Hentai,Unknown,16662
